voucher_code,category,sub_category,claimed,redeemed
xXC3755,Thời trang và Phong cách sống,Thời trang,14.818181818181818,14.818181818181818
xXC3755,Tiện ích - Nhà mạng,Viễn thông,14.818181818181818,14.818181818181818
xXC3755,Vận tải - Giao vận,Dịch vụ giao hàng,14.818181818181818,14.818181818181818
xXC3755,Ẩm thực,Nhà hàng - Quán ăn,14.818181818181818,14.818181818181818
xXC3755,Ẩm thực,Đồ uống,14.818181818181818,14.818181818181818
xXC3761,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.09090909090909091
xXC3761,Bán lẻ FMCG,Siêu thị,0.0,0.09090909090909091
xXC3761,Mẹ & bé,0,0.0,0.09090909090909091
xXC3761,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.09090909090909091
xXC3761,Thương mại điện tử,0,0.0,0.09090909090909091
xXC3761,Thương mại điện tử,Thương mại điện tử,0.0,0.09090909090909091
xXC3761,Thời trang và Phong cách sống,Thời trang,0.0,0.09090909090909091
xXC3761,Tiện ích - Nhà mạng,Viễn thông,0.0,0.09090909090909091
xXC3761,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.09090909090909091
xXC3761,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.09090909090909091
xXC3761,Ẩm thực,Đồ uống,0.0,0.09090909090909091
xXC3767,Bán lẻ FMCG,Cửa hàng tiện lợi,11.181818181818182,10.909090909090908
xXC3767,Bán lẻ FMCG,Siêu thị,11.181818181818182,10.909090909090908
xXC3767,Mẹ & bé,0,11.181818181818182,10.909090909090908
xXC3767,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",11.181818181818182,10.909090909090908
xXC3767,Thương mại điện tử,0,11.181818181818182,10.909090909090908
xXC3767,Thương mại điện tử,Thương mại điện tử,11.181818181818182,10.909090909090908
xXC3767,Thời trang và Phong cách sống,Thời trang,11.181818181818182,10.909090909090908
xXC3767,Tiện ích - Nhà mạng,Viễn thông,11.181818181818182,10.909090909090908
xXC3767,Vận tải - Giao vận,Dịch vụ giao hàng,11.181818181818182,10.909090909090908
xXC3767,Ẩm thực,Nhà hàng - Quán ăn,11.181818181818182,10.909090909090908
xXC3767,Ẩm thực,Đồ uống,11.181818181818182,10.909090909090908
xXC4711,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,1.2727272727272727
xXC4711,Bán lẻ FMCG,Siêu thị,0.0,1.2727272727272727
xXC4711,Mẹ & bé,0,0.0,1.2727272727272727
xXC4711,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,1.2727272727272727
xXC4711,Thương mại điện tử,0,0.0,1.2727272727272727
xXC4711,Thương mại điện tử,Thương mại điện tử,0.0,1.2727272727272727
xXC4711,Thời trang và Phong cách sống,Thời trang,0.0,1.2727272727272727
xXC4711,Tiện ích - Nhà mạng,Viễn thông,0.0,1.2727272727272727
xXC4711,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,1.2727272727272727
xXC4711,Ẩm thực,Nhà hàng - Quán ăn,0.0,1.2727272727272727
xXC4711,Ẩm thực,Đồ uống,0.0,1.2727272727272727
xXC4760,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,4.090909090909091
xXC4760,Bán lẻ FMCG,Siêu thị,0.0,4.090909090909091
xXC4760,Mẹ & bé,0,0.0,4.090909090909091
xXC4760,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,4.090909090909091
xXC4760,Thương mại điện tử,0,0.0,4.090909090909091
xXC4760,Thương mại điện tử,Thương mại điện tử,0.0,4.090909090909091
xXC4760,Thời trang và Phong cách sống,Thời trang,0.0,4.090909090909091
xXC4760,Tiện ích - Nhà mạng,Viễn thông,0.0,4.090909090909091
xXC4760,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,4.090909090909091
xXC4760,Ẩm thực,Nhà hàng - Quán ăn,0.0,4.090909090909091
xXC4760,Ẩm thực,Đồ uống,0.0,4.090909090909091
xXC4774,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,1.9090909090909092
xXC4774,Bán lẻ FMCG,Siêu thị,0.0,1.9090909090909092
xXC4774,Mẹ & bé,0,0.0,1.9090909090909092
xXC4774,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,1.9090909090909092
xXC4774,Thương mại điện tử,0,0.0,1.9090909090909092
xXC4774,Thương mại điện tử,Thương mại điện tử,0.0,1.9090909090909092
xXC4774,Thời trang và Phong cách sống,Thời trang,0.0,1.9090909090909092
xXC4774,Tiện ích - Nhà mạng,Viễn thông,0.0,1.9090909090909092
xXC4774,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,1.9090909090909092
xXC4774,Ẩm thực,Nhà hàng - Quán ăn,0.0,1.9090909090909092
xXC4774,Ẩm thực,Đồ uống,0.0,1.9090909090909092
xXC4783,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,2.909090909090909
xXC4783,Bán lẻ FMCG,Siêu thị,0.0,2.909090909090909
xXC4783,Mẹ & bé,0,0.0,2.909090909090909
xXC4783,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,2.909090909090909
xXC4783,Thương mại điện tử,0,0.0,2.909090909090909
xXC4783,Thương mại điện tử,Thương mại điện tử,0.0,2.909090909090909
xXC4783,Thời trang và Phong cách sống,Thời trang,0.0,2.909090909090909
xXC4783,Tiện ích - Nhà mạng,Viễn thông,0.0,2.909090909090909
xXC4783,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,2.909090909090909
xXC4783,Ẩm thực,Nhà hàng - Quán ăn,0.0,2.909090909090909
xXC4783,Ẩm thực,Đồ uống,0.0,2.909090909090909
xXC4860,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.8181818181818182
xXC4860,Bán lẻ FMCG,Siêu thị,0.0,0.8181818181818182
xXC4860,Mẹ & bé,0,0.0,0.8181818181818182
xXC4860,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.8181818181818182
xXC4860,Thương mại điện tử,0,0.0,0.8181818181818182
xXC4860,Thương mại điện tử,Thương mại điện tử,0.0,0.8181818181818182
xXC4860,Thời trang và Phong cách sống,Thời trang,0.0,0.8181818181818182
xXC4860,Tiện ích - Nhà mạng,Viễn thông,0.0,0.8181818181818182
xXC4860,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.8181818181818182
xXC4860,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.8181818181818182
xXC4860,Ẩm thực,Đồ uống,0.0,0.8181818181818182
xXC4866,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.2727272727272727
xXC4866,Bán lẻ FMCG,Siêu thị,0.0,0.2727272727272727
xXC4866,Mẹ & bé,0,0.0,0.2727272727272727
xXC4866,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.2727272727272727
xXC4866,Thương mại điện tử,0,0.0,0.2727272727272727
xXC4866,Thương mại điện tử,Thương mại điện tử,0.0,0.2727272727272727
xXC4866,Thời trang và Phong cách sống,Thời trang,0.0,0.2727272727272727
xXC4866,Tiện ích - Nhà mạng,Viễn thông,0.0,0.2727272727272727
xXC4866,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.2727272727272727
xXC4866,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.2727272727272727
xXC4866,Ẩm thực,Đồ uống,0.0,0.2727272727272727
xXC5033,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.2727272727272727
xXC5033,Bán lẻ FMCG,Siêu thị,0.0,0.2727272727272727
xXC5033,Mẹ & bé,0,0.0,0.2727272727272727
xXC5033,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.2727272727272727
xXC5033,Thương mại điện tử,0,0.0,0.2727272727272727
xXC5033,Thương mại điện tử,Thương mại điện tử,0.0,0.2727272727272727
xXC5033,Thời trang và Phong cách sống,Thời trang,0.0,0.2727272727272727
xXC5033,Tiện ích - Nhà mạng,Viễn thông,0.0,0.2727272727272727
xXC5033,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.2727272727272727
xXC5033,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.2727272727272727
xXC5033,Ẩm thực,Đồ uống,0.0,0.2727272727272727
xXC5086,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,1.6363636363636365
xXC5086,Bán lẻ FMCG,Siêu thị,0.0,1.6363636363636365
xXC5086,Mẹ & bé,0,0.0,1.6363636363636365
xXC5086,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,1.6363636363636365
xXC5086,Thương mại điện tử,0,0.0,1.6363636363636365
xXC5086,Thương mại điện tử,Thương mại điện tử,0.0,1.6363636363636365
xXC5086,Thời trang và Phong cách sống,Thời trang,0.0,1.6363636363636365
xXC5086,Tiện ích - Nhà mạng,Viễn thông,0.0,1.6363636363636365
xXC5086,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,1.6363636363636365
xXC5086,Ẩm thực,Nhà hàng - Quán ăn,0.0,1.6363636363636365
xXC5086,Ẩm thực,Đồ uống,0.0,1.6363636363636365
xXC5103,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.7272727272727273
xXC5103,Bán lẻ FMCG,Siêu thị,0.0,0.7272727272727273
xXC5103,Mẹ & bé,0,0.0,0.7272727272727273
xXC5103,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.7272727272727273
xXC5103,Thương mại điện tử,0,0.0,0.7272727272727273
xXC5103,Thương mại điện tử,Thương mại điện tử,0.0,0.7272727272727273
xXC5103,Thời trang và Phong cách sống,Thời trang,0.0,0.7272727272727273
xXC5103,Tiện ích - Nhà mạng,Viễn thông,0.0,0.7272727272727273
xXC5103,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.7272727272727273
xXC5103,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.7272727272727273
xXC5103,Ẩm thực,Đồ uống,0.0,0.7272727272727273
xXC5162,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,4.7272727272727275
xXC5162,Bán lẻ FMCG,Siêu thị,0.0,4.7272727272727275
xXC5162,Mẹ & bé,0,0.0,4.7272727272727275
xXC5162,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,4.7272727272727275
xXC5162,Thương mại điện tử,0,0.0,4.7272727272727275
xXC5162,Thương mại điện tử,Thương mại điện tử,0.0,4.7272727272727275
xXC5162,Thời trang và Phong cách sống,Thời trang,0.0,4.7272727272727275
xXC5162,Tiện ích - Nhà mạng,Viễn thông,0.0,4.7272727272727275
xXC5162,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,4.7272727272727275
xXC5162,Ẩm thực,Nhà hàng - Quán ăn,0.0,4.7272727272727275
xXC5162,Ẩm thực,Đồ uống,0.0,4.7272727272727275
xXC5181,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,1.6363636363636365
xXC5181,Bán lẻ FMCG,Siêu thị,0.0,1.6363636363636365
xXC5181,Mẹ & bé,0,0.0,1.6363636363636365
xXC5181,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,1.6363636363636365
xXC5181,Thương mại điện tử,0,0.0,1.6363636363636365
xXC5181,Thương mại điện tử,Thương mại điện tử,0.0,1.6363636363636365
xXC5181,Thời trang và Phong cách sống,Thời trang,0.0,1.6363636363636365
xXC5181,Tiện ích - Nhà mạng,Viễn thông,0.0,1.6363636363636365
xXC5181,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,1.6363636363636365
xXC5181,Ẩm thực,Nhà hàng - Quán ăn,0.0,1.6363636363636365
xXC5181,Ẩm thực,Đồ uống,0.0,1.6363636363636365
xXC5218,Bán lẻ FMCG,Cửa hàng tiện lợi,11.545454545454545,4.909090909090909
xXC5218,Bán lẻ FMCG,Siêu thị,11.545454545454545,4.909090909090909
xXC5218,Mẹ & bé,0,11.545454545454545,4.909090909090909
xXC5218,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",11.545454545454545,4.909090909090909
xXC5218,Thương mại điện tử,0,11.545454545454545,4.909090909090909
xXC5218,Thương mại điện tử,Thương mại điện tử,11.545454545454545,4.909090909090909
xXC5218,Thời trang và Phong cách sống,Thời trang,11.545454545454545,4.909090909090909
xXC5218,Tiện ích - Nhà mạng,Viễn thông,11.545454545454545,4.909090909090909
xXC5218,Vận tải - Giao vận,Dịch vụ giao hàng,11.545454545454545,4.909090909090909
xXC5218,Ẩm thực,Nhà hàng - Quán ăn,11.545454545454545,4.909090909090909
xXC5218,Ẩm thực,Đồ uống,11.545454545454545,4.909090909090909
xXC5508,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,1.0
xXC5508,Bán lẻ FMCG,Siêu thị,0.0,1.0
xXC5508,Mẹ & bé,0,0.0,1.0
xXC5508,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,1.0
xXC5508,Thương mại điện tử,0,0.0,1.0
xXC5508,Thương mại điện tử,Thương mại điện tử,0.0,1.0
xXC5508,Thời trang và Phong cách sống,Thời trang,0.0,1.0
xXC5508,Tiện ích - Nhà mạng,Viễn thông,0.0,1.0
xXC5508,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,1.0
xXC5508,Ẩm thực,Nhà hàng - Quán ăn,0.0,1.0
xXC5508,Ẩm thực,Đồ uống,0.0,1.0
xXC579,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,2.4545454545454546
xXC579,Bán lẻ FMCG,Siêu thị,0.0,2.4545454545454546
xXC579,Mẹ & bé,0,0.0,2.4545454545454546
xXC579,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,2.4545454545454546
xXC579,Thương mại điện tử,0,0.0,2.4545454545454546
xXC579,Thương mại điện tử,Thương mại điện tử,0.0,2.4545454545454546
xXC579,Thời trang và Phong cách sống,Thời trang,0.0,2.4545454545454546
xXC579,Tiện ích - Nhà mạng,Viễn thông,0.0,2.4545454545454546
xXC579,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,2.4545454545454546
xXC579,Ẩm thực,Nhà hàng - Quán ăn,0.0,2.4545454545454546
xXC579,Ẩm thực,Đồ uống,0.0,2.4545454545454546
xXC618,Bán lẻ FMCG,Cửa hàng tiện lợi,18.181818181818183,14.181818181818182
xXC618,Bán lẻ FMCG,Siêu thị,18.181818181818183,14.181818181818182
xXC618,Mẹ & bé,0,18.181818181818183,14.181818181818182
xXC618,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",18.181818181818183,14.181818181818182
xXC618,Thương mại điện tử,0,18.181818181818183,14.181818181818182
xXC618,Thương mại điện tử,Thương mại điện tử,18.181818181818183,14.181818181818182
xXC618,Thời trang và Phong cách sống,Thời trang,18.181818181818183,14.181818181818182
xXC618,Tiện ích - Nhà mạng,Viễn thông,18.181818181818183,14.181818181818182
xXC618,Vận tải - Giao vận,Dịch vụ giao hàng,18.181818181818183,14.181818181818182
xXC618,Ẩm thực,Nhà hàng - Quán ăn,18.181818181818183,14.181818181818182
xXC618,Ẩm thực,Đồ uống,18.181818181818183,14.181818181818182
xXC6198,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.5454545454545454
xXC6198,Bán lẻ FMCG,Siêu thị,0.0,0.5454545454545454
xXC6198,Mẹ & bé,0,0.0,0.5454545454545454
xXC6198,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.5454545454545454
xXC6198,Thương mại điện tử,0,0.0,0.5454545454545454
xXC6198,Thương mại điện tử,Thương mại điện tử,0.0,0.5454545454545454
xXC6198,Thời trang và Phong cách sống,Thời trang,0.0,0.5454545454545454
xXC6198,Tiện ích - Nhà mạng,Viễn thông,0.0,0.5454545454545454
xXC6198,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.5454545454545454
xXC6198,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.5454545454545454
xXC6198,Ẩm thực,Đồ uống,0.0,0.5454545454545454
xXC6438,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.9090909090909091
xXC6438,Bán lẻ FMCG,Siêu thị,0.0,0.9090909090909091
xXC6438,Mẹ & bé,0,0.0,0.9090909090909091
xXC6438,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.9090909090909091
xXC6438,Thương mại điện tử,0,0.0,0.9090909090909091
xXC6438,Thương mại điện tử,Thương mại điện tử,0.0,0.9090909090909091
xXC6438,Thời trang và Phong cách sống,Thời trang,0.0,0.9090909090909091
xXC6438,Tiện ích - Nhà mạng,Viễn thông,0.0,0.9090909090909091
xXC6438,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.9090909090909091
xXC6438,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.9090909090909091
xXC6438,Ẩm thực,Đồ uống,0.0,0.9090909090909091
xXC6895,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.36363636363636365
xXC6895,Bán lẻ FMCG,Siêu thị,0.0,0.36363636363636365
xXC6895,Mẹ & bé,0,0.0,0.36363636363636365
xXC6895,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.36363636363636365
xXC6895,Thương mại điện tử,0,0.0,0.36363636363636365
xXC6895,Thương mại điện tử,Thương mại điện tử,0.0,0.36363636363636365
xXC6895,Thời trang và Phong cách sống,Thời trang,0.0,0.36363636363636365
xXC6895,Tiện ích - Nhà mạng,Viễn thông,0.0,0.36363636363636365
xXC6895,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.36363636363636365
xXC6895,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.36363636363636365
xXC6895,Ẩm thực,Đồ uống,0.0,0.36363636363636365
xXC8525,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.18181818181818182
xXC8525,Bán lẻ FMCG,Siêu thị,0.0,0.18181818181818182
xXC8525,Mẹ & bé,0,0.0,0.18181818181818182
xXC8525,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.18181818181818182
xXC8525,Thương mại điện tử,0,0.0,0.18181818181818182
xXC8525,Thương mại điện tử,Thương mại điện tử,0.0,0.18181818181818182
xXC8525,Thời trang và Phong cách sống,Thời trang,0.0,0.18181818181818182
xXC8525,Tiện ích - Nhà mạng,Viễn thông,0.0,0.18181818181818182
xXC8525,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.18181818181818182
xXC8525,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.18181818181818182
xXC8525,Ẩm thực,Đồ uống,0.0,0.18181818181818182
xXC8791,Bán lẻ FMCG,Cửa hàng tiện lợi,12.090909090909092,2.3636363636363638
xXC8791,Bán lẻ FMCG,Siêu thị,12.090909090909092,2.3636363636363638
xXC8791,Mẹ & bé,0,12.090909090909092,2.3636363636363638
xXC8791,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",12.090909090909092,2.3636363636363638
xXC8791,Thương mại điện tử,0,12.090909090909092,2.3636363636363638
xXC8791,Thương mại điện tử,Thương mại điện tử,12.090909090909092,2.3636363636363638
xXC8791,Thời trang và Phong cách sống,Thời trang,12.090909090909092,2.3636363636363638
xXC8791,Tiện ích - Nhà mạng,Viễn thông,12.090909090909092,2.3636363636363638
xXC8791,Vận tải - Giao vận,Dịch vụ giao hàng,12.090909090909092,2.3636363636363638
xXC8791,Ẩm thực,Nhà hàng - Quán ăn,12.090909090909092,2.3636363636363638
xXC8791,Ẩm thực,Đồ uống,12.090909090909092,2.3636363636363638
xXC89,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.5454545454545454
xXC89,Bán lẻ FMCG,Siêu thị,0.0,0.5454545454545454
xXC89,Mẹ & bé,0,0.0,0.5454545454545454
xXC89,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.5454545454545454
xXC89,Thương mại điện tử,0,0.0,0.5454545454545454
xXC89,Thương mại điện tử,Thương mại điện tử,0.0,0.5454545454545454
xXC89,Thời trang và Phong cách sống,Thời trang,0.0,0.5454545454545454
xXC89,Tiện ích - Nhà mạng,Viễn thông,0.0,0.5454545454545454
xXC89,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.5454545454545454
xXC89,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.5454545454545454
xXC89,Ẩm thực,Đồ uống,0.0,0.5454545454545454
xXC8900,Bán lẻ FMCG,Cửa hàng tiện lợi,36.36363636363637,23.90909090909091
xXC8900,Bán lẻ FMCG,Siêu thị,36.36363636363637,23.90909090909091
xXC8900,Mẹ & bé,0,36.36363636363637,23.90909090909091
xXC8900,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",36.36363636363637,23.90909090909091
xXC8900,Thương mại điện tử,0,36.36363636363637,23.90909090909091
xXC8900,Thương mại điện tử,Thương mại điện tử,36.36363636363637,23.90909090909091
xXC8900,Thời trang và Phong cách sống,Thời trang,36.36363636363637,23.90909090909091
xXC8900,Tiện ích - Nhà mạng,Viễn thông,36.36363636363637,23.90909090909091
xXC8900,Vận tải - Giao vận,Dịch vụ giao hàng,36.36363636363637,23.90909090909091
xXC8900,Ẩm thực,Nhà hàng - Quán ăn,36.36363636363637,23.90909090909091
xXC8900,Ẩm thực,Đồ uống,36.36363636363637,23.90909090909091
xXC9242,Bán lẻ FMCG,Cửa hàng tiện lợi,36.36363636363637,23.272727272727273
xXC9242,Bán lẻ FMCG,Siêu thị,36.36363636363637,23.272727272727273
xXC9242,Mẹ & bé,0,36.36363636363637,23.272727272727273
xXC9242,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",36.36363636363637,23.272727272727273
xXC9242,Thương mại điện tử,0,36.36363636363637,23.272727272727273
xXC9242,Thương mại điện tử,Thương mại điện tử,36.36363636363637,23.272727272727273
xXC9242,Thời trang và Phong cách sống,Thời trang,36.36363636363637,23.272727272727273
xXC9242,Tiện ích - Nhà mạng,Viễn thông,36.36363636363637,23.272727272727273
xXC9242,Vận tải - Giao vận,Dịch vụ giao hàng,36.36363636363637,23.272727272727273
xXC9242,Ẩm thực,Nhà hàng - Quán ăn,36.36363636363637,23.272727272727273
xXC9242,Ẩm thực,Đồ uống,36.36363636363637,23.272727272727273
